date,course,applicant_count
2021-09-19,Cookery NC II,3
2021-09-19,Driving NC II,3
2021-09-19,Electrical Installation and Maintenance NC II,3
2021-09-19,Electronic Products Assembly and Servicing NC II,0
2021-09-19,HEO (Bulldozer) NC II,2
2021-09-19,HEO (Forklift) NC II,0
2021-09-19,HEO (Hydraulic Excavator) NC II,2
2021-09-19,HEO (Wheel Loader) NC II,0
2021-09-19,Landscape Installation and Maintenance (Softscape),0
2021-09-19,Machining NC I,0
2021-09-19,Machining NC II,3
2021-09-19,Masonry NC I,0
2021-09-19,Masonry NC II,2
2021-09-19,Organic Agriculture Production NC II,2
2021-09-19,Shielded Metal Arc Welding NC I,1
2021-09-19,Shielded Metal Arc Welding NC II,1
2021-09-19,Trainers Methodology Level I,0
2021-09-20,Bookkeeping NC II,4
2021-09-20,Carpentry NC II,3
2021-09-20,Computer Systems Servicing NC II,7
2021-09-20,Construction Painting NC II,0
2021-09-20,Cookery NC II,4
2021-09-20,Driving NC II,5
2021-09-20,Electrical Installation and Maintenance NC II,4
2021-09-20,Electronic Products Assembly and Servicing NC II,2
2021-09-20,HEO (Bulldozer) NC II,0
2021-09-20,HEO (Forklift) NC II,4
2021-09-20,HEO (Hydraulic Excavator) NC II,4
2021-09-20,HEO (Wheel Loader) NC II,2
2021-09-20,Landscape Installation and Maintenance (Softscape),8
2021-09-20,Machining NC I,1
2021-09-20,Machining NC II,2
2021-09-20,Masonry NC I,6
2021-09-20,Masonry NC II,2
2021-09-20,Organic Agriculture Production NC II,0
2021-09-20,Shielded Metal Arc Welding NC I,3
2021-09-20,Shielded Metal Arc Welding NC II,3
2021-09-20,Trainers Methodology Level I,0
2021-09-21,Bookkeeping NC II,6
2021-09-21,Carpentry NC II,4
2021-09-21,Computer Systems Servicing NC II,6
2021-09-21,Construction Painting NC II,2
2021-09-21,Cookery NC II,3
2021-09-21,Driving NC II,3
2021-09-21,Electrical Installation and Maintenance NC II,2
2021-09-21,Electronic Products Assembly and Servicing NC II,1
2021-09-21,HEO (Bulldozer) NC II,0
2021-09-21,HEO (Forklift) NC II,0
2021-09-21,HEO (Hydraulic Excavator) NC II,3
2021-09-21,HEO (Wheel Loader) NC II,3
2021-09-21,Landscape Installation and Maintenance (Softscape),6
2021-09-21,Machining NC I,1
2021-09-21,Machining NC II,0
2021-09-21,Masonry NC I,3
2021-09-21,Masonry NC II,0
2021-09-21,Organic Agriculture Production NC II,2
2021-09-21,Shielded Metal Arc Welding NC I,2
2021-09-21,Shielded Metal Arc Welding NC II,2
2021-09-21,Trainers Methodology Level I,0
2021-09-22,Bookkeeping NC II,9
2021-09-22,Carpentry NC II,8
2021-09-22,Computer Systems Servicing NC II,4
2021-09-22,Construction Painting NC II,2
2021-09-22,Cookery NC II,9
2021-09-22,Driving NC II,2
2021-09-22,Electrical Installation and Maintenance NC II,0
2021-09-22,Electronic Products Assembly and Servicing NC II,4
2021-09-22,HEO (Bulldozer) NC II,1
2021-09-22,HEO (Forklift) NC II,2
2021-09-22,HEO (Hydraulic Excavator) NC II,2
2021-09-22,HEO (Wheel Loader) NC II,3
2021-09-22,Landscape Installation and Maintenance (Softscape),2
2021-09-22,Machining NC I,1
2021-09-22,Machining NC II,3
2021-09-22,Masonry NC I,2
2021-09-22,Masonry NC II,3
2021-09-22,Organic Agriculture Production NC II,1
2021-09-22,Shielded Metal Arc Welding NC I,5
2021-09-22,Shielded Metal Arc Welding NC II,2
2021-09-22,Trainers Methodology Level I,2
2021-09-23,Bookkeeping NC II,6
2021-09-23,Carpentry NC II,7
2021-09-23,Computer Systems Servicing NC II,1
2021-09-23,Construction Painting NC II,1
2021-09-23,Cookery NC II,5
2021-09-23,Driving NC II,5
2021-09-23,Electrical Installation and Maintenance NC II,3
2021-09-23,Electronic Products Assembly and Servicing NC II,2
2021-09-23,HEO (Bulldozer) NC II,3
2021-09-23,HEO (Forklift) NC II,1
2021-09-23,HEO (Hydraulic Excavator) NC II,1
2021-09-23,HEO (Wheel Loader) NC II,1
2021-09-23,Landscape Installation and Maintenance (Softscape),0
2021-09-23,Machining NC I,2
2021-09-23,Machining NC II,1
2021-09-23,Masonry NC I,2
2021-09-23,Masonry NC II,3
2021-09-23,Organic Agriculture Production NC II,2
2021-09-23,Shielded Metal Arc Welding NC I,2
2021-09-23,Shielded Metal Arc Welding NC II,6
2021-09-23,Trainers Methodology Level I,0
2021-09-24,Bookkeeping NC II,5
2021-09-24,Carpentry NC II,3
2021-09-24,Computer Systems Servicing NC II,5
2021-09-24,Construction Painting NC II,4
2021-09-24,Cookery NC II,3
2021-09-24,Driving NC II,3
2021-09-24,Electrical Installation and Maintenance NC II,5
2021-09-24,Electronic Products Assembly and Servicing NC II,3
2021-09-24,HEO (Bulldozer) NC II,3
2021-09-24,HEO (Forklift) NC II,2
2021-09-24,HEO (Hydraulic Excavator) NC II,2
2021-09-24,HEO (Wheel Loader) NC II,1
2021-09-24,Landscape Installation and Maintenance (Softscape),0
2021-09-24,Machining NC I,1
2021-09-24,Machining NC II,2
2021-09-24,Masonry NC I,0
2021-09-24,Masonry NC II,2
2021-09-24,Organic Agriculture Production NC II,5
2021-09-24,Shielded Metal Arc Welding NC I,2
2021-09-24,Shielded Metal Arc Welding NC II,1
2021-09-24,Trainers Methodology Level I,1
2021-09-25,Bookkeeping NC II,2
2021-09-25,Carpentry NC II,5
2021-09-25,Computer Systems Servicing NC II,0
2021-09-25,Construction Painting NC II,0
2021-09-25,Cookery NC II,3
2021-09-25,Driving NC II,2
2021-09-25,Electrical Installation and Maintenance NC II,4
2021-09-25,Electronic Products Assembly and Servicing NC II,2
2021-09-25,HEO (Bulldozer) NC II,0
2021-09-25,HEO (Forklift) NC II,0
2021-09-25,HEO (Hydraulic Excavator) NC II,0
2021-09-25,HEO (Wheel Loader) NC II,2
2021-09-25,Landscape Installation and Maintenance (Softscape),0
2021-09-25,Machining NC I,1
2021-09-25,Machining NC II,1
2021-09-25,Masonry NC I,2
2021-09-25,Masonry NC II,1
2021-09-25,Organic Agriculture Production NC II,1
2021-09-25,Shielded Metal Arc Welding NC I,2
2021-09-25,Shielded Metal Arc Welding NC II,1
2021-09-25,Trainers Methodology Level I,0
2021-09-26,Bookkeeping NC II,3
2021-09-26,Carpentry NC II,1
2021-09-26,Computer Systems Servicing NC II,3
2021-09-26,Construction Painting NC II,1
2021-09-26,Cookery NC II,5
2021-09-26,Driving NC II,2
2021-09-26,Electrical Installation and Maintenance NC II,3
2021-09-26,Electronic Products Assembly and Servicing NC II,4
2021-09-26,HEO (Bulldozer) NC II,1
2021-09-26,HEO (Forklift) NC II,1
2021-09-26,HEO (Hydraulic Excavator) NC II,0
2021-09-26,HEO (Wheel Loader) NC II,1
2021-09-26,Landscape Installation and Maintenance (Softscape),2
2021-09-26,Machining NC I,2
2021-09-26,Machining NC II,2
2021-09-26,Masonry NC I,3
2021-09-26,Masonry NC II,4
2021-09-26,Organic Agriculture Production NC II,1
2021-09-26,Shielded Metal Arc Welding NC I,1
2021-09-26,Shielded Metal Arc Welding NC II,3
2021-09-26,Trainers Methodology Level I,0
2021-09-27,Bookkeeping NC II,3
2021-09-27,Carpentry NC II,2
2021-09-27,Computer Systems Servicing NC II,4
2021-09-27,Construction Painting NC II,1
2021-09-27,Cookery NC II,8
2021-09-27,Driving NC II,10
2021-09-27,Electrical Installation and Maintenance NC II,3
2021-09-27,Electronic Products Assembly and Servicing NC II,4
2021-09-27,HEO (Bulldozer) NC II,3
2021-09-27,HEO (Forklift) NC II,3
2021-09-27,HEO (Hydraulic Excavator) NC II,1
2021-09-27,HEO (Wheel Loader) NC II,2
2021-09-27,Landscape Installation and Maintenance (Softscape),2
2021-09-27,Machining NC I,2
2021-09-27,Machining NC II,2
2021-09-27,Masonry NC I,5
2021-09-27,Masonry NC II,1
2021-09-27,Organic Agriculture Production NC II,1
2021-09-27,Shielded Metal Arc Welding NC I,0
2021-09-27,Shielded Metal Arc Welding NC II,3
2021-09-27,Trainers Methodology Level I,0
2021-09-28,Bookkeeping NC II,3
2021-09-28,Carpentry NC II,2
2021-09-28,Computer Systems Servicing NC II,7
2021-09-28,Construction Painting NC II,2
2021-09-28,Cookery NC II,9
2021-09-28,Driving NC II,8
2021-09-28,Electrical Installation and Maintenance NC II,4
2021-09-28,Electronic Products Assembly and Servicing NC II,3
2021-09-28,HEO (Bulldozer) NC II,0
2021-09-28,HEO (Forklift) NC II,0
2021-09-28,HEO (Hydraulic Excavator) NC II,3
2021-09-28,HEO (Wheel Loader) NC II,2
2021-09-28,Landscape Installation and Maintenance (Softscape),2
2021-09-28,Machining NC I,3
2021-09-28,Machining NC II,3
2021-09-28,Masonry NC I,5
2021-09-28,Masonry NC II,0
2021-09-28,Organic Agriculture Production NC II,0
2021-09-28,Shielded Metal Arc Welding NC I,3
2021-09-28,Shielded Metal Arc Welding NC II,5
2021-09-28,Trainers Methodology Level I,0
2021-09-29,Bookkeeping NC II,2
2021-09-29,Carpentry NC II,7
2021-09-29,Computer Systems Servicing NC II,5
2021-09-29,Construction Painting NC II,8
2021-09-29,Cookery NC II,3
2021-09-29,Driving NC II,10
2021-09-29,Electrical Installation and Maintenance NC II,3
2021-09-29,Electronic Products Assembly and Servicing NC II,1
2021-09-29,HEO (Bulldozer) NC II,0
2021-09-29,HEO (Forklift) NC II,1
2021-09-29,HEO (Hydraulic Excavator) NC II,1
2021-09-29,HEO (Wheel Loader) NC II,0
2021-09-29,Landscape Installation and Maintenance (Softscape),1
2021-09-29,Machining NC I,4
2021-09-29,Machining NC II,2
2021-09-29,Masonry NC I,2
2021-09-29,Masonry NC II,3
2021-09-29,Organic Agriculture Production NC II,3
2021-09-29,Shielded Metal Arc Welding NC I,2
2021-09-29,Shielded Metal Arc Welding NC II,4
2021-09-29,Trainers Methodology Level I,0
2021-09-30,Bookkeeping NC II,7
2021-09-30,Carpentry NC II,4
2021-09-30,Computer Systems Servicing NC II,8
2021-09-30,Construction Painting NC II,4
2021-09-30,Cookery NC II,3
2021-09-30,Driving NC II,10
2021-09-30,Electrical Installation and Maintenance NC II,7
2021-09-30,Electronic Products Assembly and Servicing NC II,3
2021-09-30,HEO (Bulldozer) NC II,0
2021-09-30,HEO (Forklift) NC II,1
2021-09-30,HEO (Hydraulic Excavator) NC II,0
2021-09-30,HEO (Wheel Loader) NC II,4
2021-09-30,Landscape Installation and Maintenance (Softscape),3
2021-09-30,Machining NC I,1
2021-09-30,Machining NC II,4
2021-09-30,Masonry NC I,2
2021-09-30,Masonry NC II,3
2021-09-30,Organic Agriculture Production NC II,3
2021-09-30,Shielded Metal Arc Welding NC I,5
2021-09-30,Shielded Metal Arc Welding NC II,4
2021-09-30,Trainers Methodology Level I,2
2021-10-01,Bookkeeping NC II,2
2021-10-01,Carpentry NC II,1
2021-10-01,Computer Systems Servicing NC II,9
2021-10-01,Construction Painting NC II,2
2021-10-01,Cookery NC II,6
2021-10-01,Driving NC II,6
2021-10-01,Electrical Installation and Maintenance NC II,3
2021-10-01,Electronic Products Assembly and Servicing NC II,4
2021-10-01,HEO (Bulldozer) NC II,1
2021-10-01,HEO (Forklift) NC II,3
2021-10-01,HEO (Hydraulic Excavator) NC II,0
2021-10-01,HEO (Wheel Loader) NC II,2
2021-10-01,Landscape Installation and Maintenance (Softscape),1
2021-10-01,Machining NC I,4
2021-10-01,Machining NC II,1
2021-10-01,Masonry NC I,3
2021-10-01,Masonry NC II,0
2021-10-01,Organic Agriculture Production NC II,1
2021-10-01,Shielded Metal Arc Welding NC I,3
2021-10-01,Shielded Metal Arc Welding NC II,4
2021-10-01,Trainers Methodology Level I,1
2021-10-02,Bookkeeping NC II,3
2021-10-02,Carpentry NC II,0
2021-10-02,Computer Systems Servicing NC II,5
2021-10-02,Construction Painting NC II,0
2021-10-02,Cookery NC II,4
2021-10-02,Driving NC II,2
2021-10-02,Electrical Installation and Maintenance NC II,1
2021-10-02,Electronic Products Assembly and Servicing NC II,1
2021-10-02,HEO (Bulldozer) NC II,2
2021-10-02,HEO (Forklift) NC II,3
2021-10-02,HEO (Hydraulic Excavator) NC II,1
2021-10-02,HEO (Wheel Loader) NC II,1
2021-10-02,Landscape Installation and Maintenance (Softscape),0
2021-10-02,Machining NC I,1
2021-10-02,Machining NC II,1
2021-10-02,Masonry NC I,1
2021-10-02,Masonry NC II,0
2021-10-02,Organic Agriculture Production NC II,2
2021-10-02,Shielded Metal Arc Welding NC I,1
2021-10-02,Shielded Metal Arc Welding NC II,1
2021-10-02,Trainers Methodology Level I,0
2021-10-03,Bookkeeping NC II,3
2021-10-03,Carpentry NC II,1
2021-10-03,Computer Systems Servicing NC II,2
2021-10-03,Construction Painting NC II,1
2021-10-03,Cookery NC II,3
2021-10-03,Driving NC II,3
2021-10-03,Electrical Installation and Maintenance NC II,2
2021-10-03,Electronic Products Assembly and Servicing NC II,2
2021-10-03,HEO (Bulldozer) NC II,1
2021-10-03,HEO (Forklift) NC II,1
2021-10-03,HEO (Hydraulic Excavator) NC II,2
2021-10-03,HEO (Wheel Loader) NC II,2
2021-10-03,Landscape Installation and Maintenance (Softscape),1
2021-10-03,Machining NC I,0
2021-10-03,Machining NC II,1
2021-10-03,Masonry NC I,0
2021-10-03,Masonry NC II,1
2021-10-03,Organic Agriculture Production NC II,1
2021-10-03,Shielded Metal Arc Welding NC I,1
2021-10-03,Shielded Metal Arc Welding NC II,0
2021-10-03,Trainers Methodology Level I,0
2021-10-04,Bookkeeping NC II,3
2021-10-04,Carpentry NC II,1
2021-10-04,Computer Systems Servicing NC II,2
2021-10-04,Construction Painting NC II,2
2021-10-04,Cookery NC II,10
2021-10-04,Driving NC II,9
2021-10-04,Electrical Installation and Maintenance NC II,6
2021-10-04,Electronic Products Assembly and Servicing NC II,4
2021-10-04,HEO (Bulldozer) NC II,1
2021-10-04,HEO (Forklift) NC II,2
2021-10-04,HEO (Hydraulic Excavator) NC II,2
2021-10-04,HEO (Wheel Loader) NC II,2
2021-10-04,Landscape Installation and Maintenance (Softscape),3
2021-10-04,Machining NC I,5
2021-10-04,Machining NC II,2
2021-10-04,Masonry NC I,2
2021-10-04,Masonry NC II,2
2021-10-04,Organic Agriculture Production NC II,0
2021-10-04,Shielded Metal Arc Welding NC I,4
2021-10-04,Shielded Metal Arc Welding NC II,1
2021-10-04,Trainers Methodology Level I,0
2021-10-05,Bookkeeping NC II,6
2021-10-05,Carpentry NC II,3
2021-10-05,Computer Systems Servicing NC II,5
2021-10-05,Construction Painting NC II,5
2021-10-05,Cookery NC II,3
2021-10-05,Driving NC II,8
2021-10-05,Electrical Installation and Maintenance NC II,4
2021-10-05,Electronic Products Assembly and Servicing NC II,3
2021-10-05,HEO (Bulldozer) NC II,0
2021-10-05,HEO (Forklift) NC II,1
2021-10-05,HEO (Hydraulic Excavator) NC II,0
2021-10-05,HEO (Wheel Loader) NC II,1
2021-10-05,Landscape Installation and Maintenance (Softscape),3
2021-10-05,Machining NC I,1
2021-10-05,Machining NC II,1
2021-10-05,Masonry NC I,0
2021-10-05,Masonry NC II,4
2021-10-05,Organic Agriculture Production NC II,3
2021-10-05,Shielded Metal Arc Welding NC I,5
2021-10-05,Shielded Metal Arc Welding NC II,2
2021-10-05,Trainers Methodology Level I,0
2021-10-06,Bookkeeping NC II,3
2021-10-06,Carpentry NC II,4
2021-10-06,Computer Systems Servicing NC II,5
2021-10-06,Construction Painting NC II,0
2021-10-06,Cookery NC II,6
2021-10-06,Driving NC II,6
2021-10-06,Electrical Installation and Maintenance NC II,3
2021-10-06,Electronic Products Assembly and Servicing NC II,5
2021-10-06,HEO (Bulldozer) NC II,0
2021-10-06,HEO (Forklift) NC II,2
2021-10-06,HEO (Hydraulic Excavator) NC II,2
2021-10-06,HEO (Wheel Loader) NC II,2
2021-10-06,Landscape Installation and Maintenance (Softscape),1
2021-10-06,Machining NC I,1
2021-10-06,Machining NC II,1
2021-10-06,Masonry NC I,3
2021-10-06,Masonry NC II,2
2021-10-06,Organic Agriculture Production NC II,0
2021-10-06,Shielded Metal Arc Welding NC I,4
2021-10-06,Shielded Metal Arc Welding NC II,3
2021-10-06,Trainers Methodology Level I,3
2021-10-07,Bookkeeping NC II,7
2021-10-07,Carpentry NC II,3
2021-10-07,Computer Systems Servicing NC II,6
2021-10-07,Construction Painting NC II,6
2021-10-07,Cookery NC II,8
2021-10-07,Driving NC II,7
2021-10-07,Electrical Installation and Maintenance NC II,3
2021-10-07,Electronic Products Assembly and Servicing NC II,7
2021-10-07,HEO (Bulldozer) NC II,2
2021-10-07,HEO (Forklift) NC II,0
2021-10-07,HEO (Hydraulic Excavator) NC II,3
2021-10-07,HEO (Wheel Loader) NC II,2
2021-10-07,Landscape Installation and Maintenance (Softscape),6
2021-10-07,Machining NC I,2
2021-10-07,Machining NC II,2
2021-10-07,Masonry NC I,2
2021-10-07,Masonry NC II,2
2021-10-07,Organic Agriculture Production NC II,2
2021-10-07,Shielded Metal Arc Welding NC I,3
2021-10-07,Shielded Metal Arc Welding NC II,4
2021-10-07,Trainers Methodology Level I,2
2021-10-08,Bookkeeping NC II,8
2021-10-08,Carpentry NC II,5
2021-10-08,Computer Systems Servicing NC II,4
2021-10-08,Construction Painting NC II,0
2021-10-08,Cookery NC II,5
2021-10-08,Driving NC II,3
2021-10-08,Electrical Installation and Maintenance NC II,3
2021-10-08,Electronic Products Assembly and Servicing NC II,6
2021-10-08,HEO (Bulldozer) NC II,1
2021-10-08,HEO (Forklift) NC II,3
2021-10-08,HEO (Hydraulic Excavator) NC II,1
2021-10-08,HEO (Wheel Loader) NC II,2
2021-10-08,Landscape Installation and Maintenance (Softscape),3
2021-10-08,Machining NC I,3
2021-10-08,Machining NC II,1
2021-10-08,Masonry NC I,1
2021-10-08,Masonry NC II,3
2021-10-08,Organic Agriculture Production NC II,3
2021-10-08,Shielded Metal Arc Welding NC I,3
2021-10-08,Shielded Metal Arc Welding NC II,3
2021-10-08,Trainers Methodology Level I,0
2021-10-09,Bookkeeping NC II,2
2021-10-09,Carpentry NC II,0
2021-10-09,Computer Systems Servicing NC II,2
2021-10-09,Construction Painting NC II,0
2021-10-09,Cookery NC II,4
2021-10-09,Driving NC II,2
2021-10-09,Electrical Installation and Maintenance NC II,2
2021-10-09,Electronic Products Assembly and Servicing NC II,2
2021-10-09,HEO (Bulldozer) NC II,0
2021-10-09,HEO (Forklift) NC II,4
2021-10-09,HEO (Hydraulic Excavator) NC II,1
2021-10-09,HEO (Wheel Loader) NC II,0
2021-10-09,Landscape Installation and Maintenance (Softscape),1
2021-10-09,Machining NC I,1
2021-10-09,Machining NC II,1
2021-10-09,Masonry NC I,0
2021-10-09,Masonry NC II,5
2021-10-09,Organic Agriculture Production NC II,0
2021-10-09,Shielded Metal Arc Welding NC I,3
2021-10-09,Shielded Metal Arc Welding NC II,1
2021-10-09,Trainers Methodology Level I,1
2021-10-10,Bookkeeping NC II,1
2021-10-10,Carpentry NC II,2
2021-10-10,Computer Systems Servicing NC II,7
2021-10-10,Construction Painting NC II,0
2021-10-10,Cookery NC II,4
2021-10-10,Driving NC II,0
2021-10-10,Electrical Installation and Maintenance NC II,3
2021-10-10,Electronic Products Assembly and Servicing NC II,1
2021-10-10,HEO (Bulldozer) NC II,1
2021-10-10,HEO (Forklift) NC II,1
2021-10-10,HEO (Hydraulic Excavator) NC II,0
2021-10-10,HEO (Wheel Loader) NC II,1
2021-10-10,Landscape Installation and Maintenance (Softscape),4
2021-10-10,Machining NC I,0
2021-10-10,Machining NC II,2
2021-10-10,Masonry NC I,1
2021-10-10,Masonry NC II,2
2021-10-10,Organic Agriculture Production NC II,4
2021-10-10,Shielded Metal Arc Welding NC I,0
2021-10-10,Shielded Metal Arc Welding NC II,2
2021-10-10,Trainers Methodology Level I,1
2021-10-11,Bookkeeping NC II,5
2021-10-11,Carpentry NC II,4
2021-10-11,Computer Systems Servicing NC II,4
2021-10-11,Construction Painting NC II,0
2021-10-11,Cookery NC II,4
2021-10-11,Driving NC II,7
2021-10-11,Electrical Installation and Maintenance NC II,4
2021-10-11,Electronic Products Assembly and Servicing NC II,2
2021-10-11,HEO (Bulldozer) NC II,1
2021-10-11,HEO (Forklift) NC II,0
2021-10-11,HEO (Hydraulic Excavator) NC II,1
2021-10-11,HEO (Wheel Loader) NC II,1
2021-10-11,Landscape Installation and Maintenance (Softscape),1
2021-10-11,Machining NC I,3
2021-10-11,Machining NC II,1
2021-10-11,Masonry NC I,3
2021-10-11,Masonry NC II,0
2021-10-11,Organic Agriculture Production NC II,0
2021-10-11,Shielded Metal Arc Welding NC I,0
2021-10-11,Shielded Metal Arc Welding NC II,1
2021-10-11,Trainers Methodology Level I,0
2021-10-12,Bookkeeping NC II,3
2021-10-12,Carpentry NC II,3
2021-10-12,Computer Systems Servicing NC II,2
2021-10-12,Construction Painting NC II,2
2021-10-12,Cookery NC II,5
2021-10-12,Driving NC II,7
2021-10-12,Electrical Installation and Maintenance NC II,3
2021-10-12,Electronic Products Assembly and Servicing NC II,2
2021-10-12,HEO (Bulldozer) NC II,4
2021-10-12,HEO (Forklift) NC II,4
2021-10-12,HEO (Hydraulic Excavator) NC II,0
2021-10-12,HEO (Wheel Loader) NC II,2
2021-10-12,Landscape Installation and Maintenance (Softscape),0
2021-10-12,Machining NC I,1
2021-10-12,Machining NC II,1
2021-10-12,Masonry NC I,1
2021-10-12,Masonry NC II,2
2021-10-12,Organic Agriculture Production NC II,3
2021-10-12,Shielded Metal Arc Welding NC I,2
2021-10-12,Shielded Metal Arc Welding NC II,1
2021-10-12,Trainers Methodology Level I,0
2021-10-13,Bookkeeping NC II,4
2021-10-13,Carpentry NC II,4
2021-10-13,Computer Systems Servicing NC II,3
2021-10-13,Construction Painting NC II,3
2021-10-13,Cookery NC II,3
2021-10-13,Driving NC II,5
2021-10-13,Electrical Installation and Maintenance NC II,7
2021-10-13,Electronic Products Assembly and Servicing NC II,2
2021-10-13,HEO (Bulldozer) NC II,0
2021-10-13,HEO (Forklift) NC II,1
2021-10-13,HEO (Hydraulic Excavator) NC II,3
2021-10-13,HEO (Wheel Loader) NC II,1
2021-10-13,Landscape Installation and Maintenance (Softscape),0
2021-10-13,Machining NC I,1
2021-10-13,Machining NC II,0
2021-10-13,Masonry NC I,4
2021-10-13,Masonry NC II,4
2021-10-13,Organic Agriculture Production NC II,4
2021-10-13,Shielded Metal Arc Welding NC I,4
2021-10-13,Shielded Metal Arc Welding NC II,0
2021-10-13,Trainers Methodology Level I,1
2021-10-14,Bookkeeping NC II,1
2021-10-14,Carpentry NC II,2
2021-10-14,Computer Systems Servicing NC II,6
2021-10-14,Construction Painting NC II,3
2021-10-14,Cookery NC II,10
2021-10-14,Driving NC II,10
2021-10-14,Electrical Installation and Maintenance NC II,6
2021-10-14,Electronic Products Assembly and Servicing NC II,1
2021-10-14,HEO (Bulldozer) NC II,2
2021-10-14,HEO (Forklift) NC II,0
2021-10-14,HEO (Hydraulic Excavator) NC II,6
2021-10-14,HEO (Wheel Loader) NC II,5
2021-10-14,Landscape Installation and Maintenance (Softscape),0
2021-10-14,Machining NC I,1
2021-10-14,Machining NC II,2
2021-10-14,Masonry NC I,2
2021-10-14,Masonry NC II,2
2021-10-14,Organic Agriculture Production NC II,5
2021-10-14,Shielded Metal Arc Welding NC I,8
2021-10-14,Shielded Metal Arc Welding NC II,3
2021-10-14,Trainers Methodology Level I,0
2021-10-15,Bookkeeping NC II,5
2021-10-15,Carpentry NC II,4
2021-10-15,Computer Systems Servicing NC II,4
2021-10-15,Construction Painting NC II,4
2021-10-15,Cookery NC II,9
2021-10-15,Driving NC II,7
2021-10-15,Electrical Installation and Maintenance NC II,10
2021-10-15,Electronic Products Assembly and Servicing NC II,5
2021-10-15,HEO (Bulldozer) NC II,1
2021-10-15,HEO (Forklift) NC II,3
2021-10-15,HEO (Hydraulic Excavator) NC II,1
2021-10-15,HEO (Wheel Loader) NC II,3
2021-10-15,Landscape Installation and Maintenance (Softscape),1
2021-10-15,Machining NC I,1
2021-10-15,Machining NC II,1
2021-10-15,Masonry NC I,2
2021-10-15,Masonry NC II,2
2021-10-15,Organic Agriculture Production NC II,0
2021-10-15,Shielded Metal Arc Welding NC I,2
2021-10-15,Shielded Metal Arc Welding NC II,3
2021-10-15,Trainers Methodology Level I,0
2021-10-16,Bookkeeping NC II,5
2021-10-16,Carpentry NC II,1
2021-10-16,Computer Systems Servicing NC II,2
2021-10-16,Construction Painting NC II,0
2021-10-16,Cookery NC II,4
2021-10-16,Driving NC II,3
2021-10-16,Electrical Installation and Maintenance NC II,6
2021-10-16,Electronic Products Assembly and Servicing NC II,5
2021-10-16,HEO (Bulldozer) NC II,0
2021-10-16,HEO (Forklift) NC II,1
2021-10-16,HEO (Hydraulic Excavator) NC II,0
2021-10-16,HEO (Wheel Loader) NC II,1
2021-10-16,Landscape Installation and Maintenance (Softscape),1
2021-10-16,Machining NC I,0
2021-10-16,Machining NC II,0
2021-10-16,Masonry NC I,1
2021-10-16,Masonry NC II,1
2021-10-16,Organic Agriculture Production NC II,0
2021-10-16,Shielded Metal Arc Welding NC I,1
2021-10-16,Shielded Metal Arc Welding NC II,3
2021-10-16,Trainers Methodology Level I,0
2021-10-17,Bookkeeping NC II,3
2021-10-17,Carpentry NC II,3
2021-10-17,Computer Systems Servicing NC II,1
2021-10-17,Construction Painting NC II,1
2021-10-17,Cookery NC II,2
2021-10-17,Driving NC II,4
2021-10-17,Electrical Installation and Maintenance NC II,0
2021-10-17,Electronic Products Assembly and Servicing NC II,0
2021-10-17,HEO (Bulldozer) NC II,2
2021-10-17,HEO (Forklift) NC II,0
2021-10-17,HEO (Hydraulic Excavator) NC II,1
2021-10-17,HEO (Wheel Loader) NC II,1
2021-10-17,Landscape Installation and Maintenance (Softscape),2
2021-10-17,Machining NC I,0
2021-10-17,Machining NC II,2
2021-10-17,Masonry NC I,2
2021-10-17,Masonry NC II,0
2021-10-17,Organic Agriculture Production NC II,0
2021-10-17,Shielded Metal Arc Welding NC I,0
2021-10-17,Shielded Metal Arc Welding NC II,1
2021-10-17,Trainers Methodology Level I,1
2021-10-18,Bookkeeping NC II,5
2021-10-18,Carpentry NC II,2
2021-10-18,Computer Systems Servicing NC II,3
2021-10-18,Construction Painting NC II,4
2021-10-18,Cookery NC II,4
2021-10-18,Driving NC II,8
2021-10-18,Electrical Installation and Maintenance NC II,3
2021-10-18,Electronic Products Assembly and Servicing NC II,1
2021-10-18,HEO (Bulldozer) NC II,4
2021-10-18,HEO (Forklift) NC II,1
2021-10-18,HEO (Hydraulic Excavator) NC II,3
2021-10-18,HEO (Wheel Loader) NC II,3
2021-10-18,Landscape Installation and Maintenance (Softscape),1
2021-10-18,Machining NC I,1
2021-10-18,Machining NC II,0
2021-10-18,Masonry NC I,3
2021-10-18,Masonry NC II,2
2021-10-18,Organic Agriculture Production NC II,2
2021-10-18,Shielded Metal Arc Welding NC I,3
2021-10-18,Shielded Metal Arc Welding NC II,2
2021-10-18,Trainers Methodology Level I,0
2021-10-19,Bookkeeping NC II,4
2021-10-19,Carpentry NC II,3
2021-10-19,Computer Systems Servicing NC II,4
2021-10-19,Construction Painting NC II,1
2021-10-19,Cookery NC II,7
2021-10-19,Driving NC II,3
2021-10-19,Electrical Installation and Maintenance NC II,8
2021-10-19,Electronic Products Assembly and Servicing NC II,0
2021-10-19,HEO (Bulldozer) NC II,1
2021-10-19,HEO (Forklift) NC II,3
2021-10-19,HEO (Hydraulic Excavator) NC II,6
2021-10-19,HEO (Wheel Loader) NC II,2
2021-10-19,Landscape Installation and Maintenance (Softscape),1
2021-10-19,Machining NC I,2
2021-10-19,Machining NC II,0
2021-10-19,Masonry NC I,2
2021-10-19,Masonry NC II,2
2021-10-19,Organic Agriculture Production NC II,2
